year,period_type,decimal_latitude,decimal_longitude,species,state_province,country_code,time_period,month,avg_temp_c,land_area,density_per,observations,cluster,cluster_name
2003,1,44,-85,Cygnus olor,Michigan,US,3_1998-2006,1,-8.5,146435.0,69.0,1,3,Северо-восток США и восток Канады
2003,1,44,-85,Cygnus olor,Michigan,US,3_1998-2006,2,-8.722222,146435.0,69.0,1,3,Северо-восток США и восток Канады
2003,1,44,-84,Cygnus columbianus,Michigan,US,3_1998-2006,12,-1.8888888,146435.0,69.0,2,3,Северо-восток США и восток Канады
2003,1,44,-84,Cygnus olor,Michigan,US,3_1998-2006,2,-8.722222,146435.0,69.0,2,3,Северо-восток США и восток Канады
2003,1,44,-84,Cygnus olor,Michigan,US,3_1998-2006,12,-1.8888888,146435.0,69.0,2,3,Северо-восток США и восток Канады
2003,1,44,-83,Cygnus columbianus,Michigan,US,3_1998-2006,1,-8.5,146435.0,69.0,1,3,Северо-восток США и восток Канады
2003,1,44,-83,Cygnus olor,Michigan,US,3_1998-2006,12,-1.8888888,146435.0,69.0,2,3,Северо-восток США и восток Канады
2003,1,44,-80,Cygnus olor,Ontario,CA,3_1998-2006,1,-12.0776,1.076395e+06,15.2,2,3,Северо-восток США и восток Канады
2003,1,44,-80,Cygnus olor,Ontario,CA,3_1998-2006,2,-11.881001,1.076395e+06,15.2,2,3,Северо-восток США и восток Канады
2003,1,44,-80,Cygnus olor,Ontario,CA,3_1998-2006,12,-4.0135584,1.076395e+06,15.2,1,3,Северо-восток США и восток Канады
2003,1,44,-79,Cygnus buccinator,Ontario,CA,3_1998-2006,1,-12.0776,1.076395e+06,15.2,2,3,Северо-восток США и восток Канады
2003,1,44,-79,Cygnus buccinator,Ontario,CA,3_1998-2006,2,-11.881001,1.076395e+06,15.2,6,3,Северо-восток США и восток Канады
2003,1,44,-79,Cygnus buccinator,Ontario,CA,3_1998-2006,12,-4.0135584,1.076395e+06,15.2,1,3,Северо-восток США и восток Канады
2003,1,44,-79,Cygnus olor,Ontario,CA,3_1998-2006,1,-12.0776,1.076395e+06,15.2,11,3,Северо-восток США и восток Канады
2003,1,44,-79,Cygnus olor,Ontario,CA,3_1998-2006,2,-11.881001,1.076395e+06,15.2,6,3,Северо-восток США и восток Канады
2003,1,44,-79,Cygnus olor,Ontario,CA,3_1998-2006,12,-4.0135584,1.076395e+06,15.2,14,3,Северо-восток США и восток Канады
2003,1,44,-78,Cygnus buccinator,Ontario,CA,3_1998-2006,1,-12.0776,1.076395e+06,15.2,17,3,Северо-восток США и восток Канады
2003,1,44,-78,Cygnus buccinator,Ontario,CA,3_1998-2006,2,-11.881001,1.076395e+06,15.2,13,3,Северо-восток США и восток Канады
2003,1,44,-78,Cygnus columbianus,Ontario,CA,3_1998-2006,1,-12.0776,1.076395e+06,15.2,1,3,Северо-восток США и восток Канады
2003,1,44,-78,Cygnus columbianus,Ontario,CA,3_1998-2006,2,-11.881001,1.076395e+06,15.2,2,3,Северо-восток США и восток Канады
2003,1,44,-78,Cygnus olor,Ontario,CA,3_1998-2006,1,-12.0776,1.076395e+06,15.2,24,3,Северо-восток США и восток Канады
2003,1,44,-78,Cygnus olor,Ontario,CA,3_1998-2006,2,-11.881001,1.076395e+06,15.2,21,3,Северо-восток США и восток Канады
2003,1,44,-78,Cygnus olor,Ontario,CA,3_1998-2006,12,-4.0135584,1.076395e+06,15.2,4,3,Северо-восток США и восток Канады
2003,1,44,-77,Cygnus buccinator,Ontario,CA,3_1998-2006,1,-12.0776,1.076395e+06,15.2,1,3,Северо-восток США и восток Канады
2003,1,44,-77,Cygnus buccinator,Ontario,CA,3_1998-2006,12,-4.0135584,1.076395e+06,15.2,1,3,Северо-восток США и восток Канады
2003,1,44,-77,Cygnus columbianus,Ontario,CA,3_1998-2006,12,-4.0135584,1.076395e+06,15.2,1,3,Северо-восток США и восток Канады
2003,1,44,-77,Cygnus olor,Ontario,CA,3_1998-2006,1,-12.0776,1.076395e+06,15.2,3,3,Северо-восток США и восток Канады
2003,1,44,-77,Cygnus olor,Ontario,CA,3_1998-2006,2,-11.881001,1.076395e+06,15.2,2,3,Северо-восток США и восток Канады
2003,1,44,-76,Cygnus columbianus,New York,US,3_1998-2006,1,-9.666667,122057.0,160.0,1,3,Северо-восток США и восток Канады
2003,1,44,-76,Cygnus columbianus,Ontario,CA,3_1998-2006,1,-12.0776,1.076395e+06,15.2,2,3,Северо-восток США и восток Канады
2003,1,44,-76,Cygnus columbianus,Ontario,CA,3_1998-2006,12,-4.0135584,1.076395e+06,15.2,1,3,Северо-восток США и восток Канады
2003,1,44,-73,Cygnus olor,Vermont,US,3_1998-2006,2,-9.888889,23871.0,27.0,1,3,Северо-восток США и восток Канады
2003,1,44,-70,Cygnus olor,Maine,US,3_1998-2006,12,-5.0,79883.0,17.0,3,3,Северо-восток США и восток Канады
2003,1,45,-124,Cygnus columbianus,Oregon,US,3_1998-2006,12,1.1666666,248608.0,17.0,1,4,Запад США и Канады
2003,1,45,-123,Cygnus columbianus,Oregon,US,3_1998-2006,1,3.8888888,248608.0,17.0,3,4,Запад США и Канады
2003,1,45,-123,Cygnus columbianus,Oregon,US,3_1998-2006,12,1.1666666,248608.0,17.0,4,4,Запад США и Канады
2003,1,45,-123,Cygnus olor,Oregon,US,3_1998-2006,12,1.1666666,248608.0,17.0,1,4,Запад США и Канады
2003,1,45,-111,Cygnus buccinator,Montana,US,3_1998-2006,12,-3.8333333,376962.0,3.0,2,4,Запад США и Канады
2003,1,45,-94,Cygnus buccinator,Minnesota,US,3_1998-2006,2,-12.277778,206232.0,28.0,5,3,Северо-восток США и восток Канады
2003,1,45,-94,Cygnus columbianus,Minnesota,US,3_1998-2006,12,-6.3333335,206232.0,28.0,3,3,Северо-восток США и восток Канады
2003,1,45,-86,Cygnus columbianus,Michigan,US,3_1998-2006,12,-1.8888888,146435.0,69.0,1,3,Северо-восток США и восток Канады
2003,1,45,-86,Cygnus olor,Michigan,US,3_1998-2006,1,-8.5,146435.0,69.0,1,3,Северо-восток США и восток Канады
2003,1,45,-86,Cygnus olor,Michigan,US,3_1998-2006,2,-8.722222,146435.0,69.0,1,3,Северо-восток США и восток Канады
2003,1,45,-85,Cygnus olor,Michigan,US,3_1998-2006,1,-8.5,146435.0,69.0,2,3,Северо-восток США и восток Канады
2003,1,45,-85,Cygnus olor,Michigan,US,3_1998-2006,12,-1.8888888,146435.0,69.0,3,3,Северо-восток США и восток Канады
2003,1,45,-80,Cygnus buccinator,Ontario,CA,3_1998-2006,2,-11.881001,1.076395e+06,15.2,2,3,Северо-восток США и восток Канады
2003,1,45,-80,Cygnus olor,Ontario,CA,3_1998-2006,2,-11.881001,1.076395e+06,15.2,2,3,Северо-восток США и восток Канады
2003,1,45,-79,Cygnus columbianus,Ontario,CA,3_1998-2006,12,-4.0135584,1.076395e+06,15.2,1,3,Северо-восток США и восток Канады
2003,1,45,-76,Cygnus buccinator,Ontario,CA,3_1998-2006,12,-4.0135584,1.076395e+06,15.2,2,3,Северо-восток США и восток Канады
2003,1,45,-64,Cygnus olor,Nova Scotia,CA,3_1998-2006,1,-7.227189,52942.27,18.4,1,3,Северо-восток США и восток Канады
2003,1,46,-124,Cygnus buccinator,Oregon,US,3_1998-2006,1,3.8888888,248608.0,17.0,1,4,Запад США и Канады
2003,1,46,-124,Cygnus columbianus,Oregon,US,3_1998-2006,1,3.8888888,248608.0,17.0,1,4,Запад США и Канады
2003,1,46,-123,Cygnus buccinator,Oregon,US,3_1998-2006,1,3.8888888,248608.0,17.0,1,4,Запад США и Канады
2003,1,46,-123,Cygnus buccinator,Oregon,US,3_1998-2006,2,1.6666666,248608.0,17.0,1,4,Запад США и Канады
2003,1,46,-123,Cygnus buccinator,Oregon,US,3_1998-2006,12,1.1666666,248608.0,17.0,4,4,Запад США и Канады
2003,1,46,-123,Cygnus columbianus,Oregon,US,3_1998-2006,1,3.8888888,248608.0,17.0,11,4,Запад США и Канады
2003,1,46,-123,Cygnus columbianus,Oregon,US,3_1998-2006,2,1.6666666,248608.0,17.0,7,4,Запад США и Канады
2003,1,46,-123,Cygnus columbianus,Oregon,US,3_1998-2006,12,1.1666666,248608.0,17.0,12,4,Запад США и Канады
2003,1,46,-123,Cygnus columbianus,Washington,US,3_1998-2006,1,2.2777777,172119.0,45.0,6,4,Запад США и Канады
2003,1,46,-123,Cygnus columbianus,Washington,US,3_1998-2006,2,1.8888888,172119.0,45.0,2,4,Запад США и Канады
2003,1,46,-123,Cygnus columbianus,Washington,US,3_1998-2006,12,-0.22222222,172119.0,45.0,6,4,Запад США и Канады
2003,1,46,-122,Cygnus columbianus,Washington,US,3_1998-2006,12,-0.22222222,172119.0,45.0,1,4,Запад США и Канады
2003,1,46,-121,Cygnus columbianus,Washington,US,3_1998-2006,1,2.2777777,172119.0,45.0,4,4,Запад США и Канады
2003,1,46,-121,Cygnus columbianus,Washington,US,3_1998-2006,2,1.8888888,172119.0,45.0,2,4,Запад США и Канады
2003,1,46,-119,Cygnus columbianus,Oregon,US,3_1998-2006,12,1.1666666,248608.0,17.0,1,4,Запад США и Канады
2003,1,46,-119,Cygnus columbianus,Washington,US,3_1998-2006,1,2.2777777,172119.0,45.0,3,4,Запад США и Канады
2003,1,46,-114,Cygnus columbianus,Montana,US,3_1998-2006,12,-3.8333333,376962.0,3.0,1,4,Запад США и Канады
2003,1,46,-111,Cygnus buccinator,Montana,US,3_1998-2006,1,-4.0555553,376962.0,3.0,1,4,Запад США и Канады
2003,1,46,-111,Cygnus buccinator,Montana,US,3_1998-2006,2,-5.888889,376962.0,3.0,1,4,Запад США и Канады
2003,1,46,-111,Cygnus buccinator,Montana,US,3_1998-2006,12,-3.8333333,376962.0,3.0,1,4,Запад США и Канады
2003,1,46,-111,Cygnus columbianus,Montana,US,3_1998-2006,12,-3.8333333,376962.0,3.0,1,4,Запад США и Канады
2003,1,46,-93,Cygnus buccinator,Wisconsin,US,3_1998-2006,1,-10.166667,140268.0,42.0,2,3,Северо-восток США и восток Канады
2003,1,46,-85,Cygnus olor,Michigan,US,3_1998-2006,12,-1.8888888,146435.0,69.0,1,3,Северо-восток США и восток Канады
2003,1,46,-84,Cygnus olor,Ontario,CA,3_1998-2006,1,-12.0776,1.076395e+06,15.2,2,3,Северо-восток США и восток Канады
2003,1,46,-81,Cygnus buccinator,Ontario,CA,3_1998-2006,1,-12.0776,1.076395e+06,15.2,1,3,Северо-восток США и восток Канады
2003,1,46,-79,Cygnus buccinator,Ontario,CA,3_1998-2006,2,-11.881001,1.076395e+06,15.2,2,3,Северо-восток США и восток Канады
2003,1,47,-124,Cygnus buccinator,Washington,US,3_1998-2006,1,2.2777777,172119.0,45.0,1,4,Запад США и Канады
2003,1,47,-124,Cygnus buccinator,Washington,US,3_1998-2006,2,1.8888888,172119.0,45.0,2,4,Запад США и Канады
2003,1,47,-124,Cygnus buccinator,Washington,US,3_1998-2006,12,-0.22222222,172119.0,45.0,1,4,Запад США и Канады
2003,1,47,-124,Cygnus columbianus,Washington,US,3_1998-2006,2,1.8888888,172119.0,45.0,1,4,Запад США и Канады
2003,1,47,-124,Cygnus columbianus,Washington,US,3_1998-2006,12,-0.22222222,172119.0,45.0,1,4,Запад США и Канады
2003,1,47,-123,Cygnus buccinator,Washington,US,3_1998-2006,1,2.2777777,172119.0,45.0,4,4,Запад США и Канады
2003,1,47,-123,Cygnus buccinator,Washington,US,3_1998-2006,12,-0.22222222,172119.0,45.0,1,4,Запад США и Канады
2003,1,47,-123,Cygnus columbianus,Washington,US,3_1998-2006,1,2.2777777,172119.0,45.0,1,4,Запад США и Канады
2003,1,47,-122,Cygnus buccinator,Washington,US,3_1998-2006,12,-0.22222222,172119.0,45.0,1,4,Запад США и Канады
2003,1,47,-122,Cygnus columbianus,Washington,US,3_1998-2006,12,-0.22222222,172119.0,45.0,1,4,Запад США и Канады
2003,1,47,-118,Cygnus buccinator,Washington,US,3_1998-2006,1,2.2777777,172119.0,45.0,4,4,Запад США и Канады
2003,1,47,-118,Cygnus buccinator,Washington,US,3_1998-2006,2,1.8888888,172119.0,45.0,6,4,Запад США и Канады
2003,1,47,-118,Cygnus columbianus,Washington,US,3_1998-2006,1,2.2777777,172119.0,45.0,1,4,Запад США и Канады
2003,1,47,-117,Cygnus columbianus,Idaho,US,3_1998-2006,1,-0.33333334,214045.0,9.2,3,4,Запад США и Канады
2003,1,47,-114,Cygnus columbianus,Montana,US,3_1998-2006,2,-5.888889,376962.0,3.0,1,4,Запад США и Канады
2003,1,47,-91,Cygnus columbianus,Wisconsin,US,3_1998-2006,12,-4.0,140268.0,42.0,1,3,Северо-восток США и восток Канады
2003,1,47,-91,Cygnus olor,Wisconsin,US,3_1998-2006,12,-4.0,140268.0,42.0,1,3,Северо-восток США и восток Канады
2003,1,47,-88,Cygnus buccinator,Michigan,US,3_1998-2006,1,-8.5,146435.0,69.0,1,3,Северо-восток США и восток Канады
2003,1,47,-84,Cygnus columbianus,Ontario,CA,3_1998-2006,1,-12.0776,1.076395e+06,15.2,1,3,Северо-восток США и восток Канады
2003,1,47,-84,Cygnus olor,Ontario,CA,3_1998-2006,1,-12.0776,1.076395e+06,15.2,1,3,Северо-восток США и восток Канады
2003,1,48,-123,Cygnus buccinator,British Columbia,CA,3_1998-2006,1,0.7555044,944735.0,5.4,2,4,Запад США и Канады
2003,1,48,-123,Cygnus buccinator,British Columbia,CA,3_1998-2006,12,-0.7483871,944735.0,5.4,1,4,Запад США и Канады
2003,1,48,-123,Cygnus buccinator,Washington,US,3_1998-2006,1,2.2777777,172119.0,45.0,1,4,Запад США и Канады
2003,1,48,-123,Cygnus buccinator,Washington,US,3_1998-2006,2,1.8888888,172119.0,45.0,1,4,Запад США и Канады
2003,1,48,-123,Cygnus buccinator,Washington,US,3_1998-2006,12,-0.22222222,172119.0,45.0,2,4,Запад США и Канады
2003,1,48,-123,Cygnus columbianus,Washington,US,3_1998-2006,2,1.8888888,172119.0,45.0,1,4,Запад США и Канады
2003,1,48,-123,Cygnus olor,British Columbia,CA,3_1998-2006,1,0.7555044,944735.0,5.4,2,4,Запад США и Канады
2003,1,48,-123,Cygnus olor,Washington,US,3_1998-2006,1,2.2777777,172119.0,45.0,2,4,Запад США и Канады
2003,1,48,-122,Cygnus buccinator,Washington,US,3_1998-2006,1,2.2777777,172119.0,45.0,22,4,Запад США и Канады
2003,1,48,-122,Cygnus buccinator,Washington,US,3_1998-2006,2,1.8888888,172119.0,45.0,14,4,Запад США и Канады
2003,1,48,-122,Cygnus buccinator,Washington,US,3_1998-2006,12,-0.22222222,172119.0,45.0,22,4,Запад США и Канады
2003,1,48,-122,Cygnus columbianus,Washington,US,3_1998-2006,1,2.2777777,172119.0,45.0,6,4,Запад США и Канады
2003,1,48,-122,Cygnus columbianus,Washington,US,3_1998-2006,2,1.8888888,172119.0,45.0,3,4,Запад США и Канады
2003,1,48,-122,Cygnus columbianus,Washington,US,3_1998-2006,12,-0.22222222,172119.0,45.0,7,4,Запад США и Канады
2003,1,48,-122,Cygnus olor,Washington,US,3_1998-2006,2,1.8888888,172119.0,45.0,1,4,Запад США и Канады
2003,1,48,-116,Cygnus buccinator,Idaho,US,3_1998-2006,12,-2.1666667,214045.0,9.2,1,4,Запад США и Канады
2003,1,48,-116,Cygnus columbianus,Idaho,US,3_1998-2006,12,-2.1666667,214045.0,9.2,1,4,Запад США и Канады
2003,1,49,-125,Cygnus buccinator,British Columbia,CA,3_1998-2006,1,0.7555044,944735.0,5.4,1,4,Запад США и Канады
2003,1,49,-124,Cygnus buccinator,British Columbia,CA,3_1998-2006,1,0.7555044,944735.0,5.4,1,4,Запад США и Канады
2003,1,49,-124,Cygnus buccinator,British Columbia,CA,3_1998-2006,2,0.40737444,944735.0,5.4,3,4,Запад США и Канады
2003,1,49,-124,Cygnus buccinator,British Columbia,CA,3_1998-2006,12,-0.7483871,944735.0,5.4,1,4,Запад США и Канады
2003,1,49,-124,Cygnus columbianus,British Columbia,CA,3_1998-2006,1,0.7555044,944735.0,5.4,1,4,Запад США и Канады
2003,1,49,-124,Cygnus olor,British Columbia,CA,3_1998-2006,1,0.7555044,944735.0,5.4,1,4,Запад США и Канады
2003,1,49,-123,Cygnus buccinator,British Columbia,CA,3_1998-2006,1,0.7555044,944735.0,5.4,66,4,Запад США и Канады
2003,1,49,-123,Cygnus buccinator,British Columbia,CA,3_1998-2006,2,0.40737444,944735.0,5.4,42,4,Запад США и Канады
2003,1,49,-123,Cygnus buccinator,British Columbia,CA,3_1998-2006,12,-0.7483871,944735.0,5.4,39,4,Запад США и Канады
2003,1,49,-123,Cygnus buccinator,Washington,US,3_1998-2006,1,2.2777777,172119.0,45.0,2,4,Запад США и Канады
2003,1,49,-123,Cygnus buccinator,Washington,US,3_1998-2006,2,1.8888888,172119.0,45.0,2,4,Запад США и Канады
2003,1,49,-123,Cygnus buccinator,Washington,US,3_1998-2006,12,-0.22222222,172119.0,45.0,5,4,Запад США и Канады
2003,1,49,-123,Cygnus columbianus,British Columbia,CA,3_1998-2006,1,0.7555044,944735.0,5.4,1,4,Запад США и Канады
2003,1,49,-123,Cygnus columbianus,British Columbia,CA,3_1998-2006,2,0.40737444,944735.0,5.4,2,4,Запад США и Канады
2003,1,49,-123,Cygnus columbianus,Washington,US,3_1998-2006,2,1.8888888,172119.0,45.0,1,4,Запад США и Канады
2003,1,49,-123,Cygnus olor,British Columbia,CA,3_1998-2006,1,0.7555044,944735.0,5.4,4,4,Запад США и Канады
2003,1,49,-123,Cygnus olor,British Columbia,CA,3_1998-2006,2,0.40737444,944735.0,5.4,3,4,Запад США и Канады
2003,1,49,-123,Cygnus olor,British Columbia,CA,3_1998-2006,12,-0.7483871,944735.0,5.4,2,4,Запад США и Канады
2003,1,49,-122,Cygnus buccinator,British Columbia,CA,3_1998-2006,1,0.7555044,944735.0,5.4,4,4,Запад США и Канады
2003,1,49,-122,Cygnus buccinator,British Columbia,CA,3_1998-2006,2,0.40737444,944735.0,5.4,6,4,Запад США и Канады
2003,1,49,-122,Cygnus buccinator,British Columbia,CA,3_1998-2006,12,-0.7483871,944735.0,5.4,8,4,Запад США и Канады
2003,1,49,-122,Cygnus buccinator,Washington,US,3_1998-2006,1,2.2777777,172119.0,45.0,5,4,Запад США и Канады
2003,1,49,-122,Cygnus buccinator,Washington,US,3_1998-2006,2,1.8888888,172119.0,45.0,3,4,Запад США и Канады
2003,1,49,-122,Cygnus buccinator,Washington,US,3_1998-2006,12,-0.22222222,172119.0,45.0,9,4,Запад США и Канады
2003,1,49,-122,Cygnus columbianus,British Columbia,CA,3_1998-2006,1,0.7555044,944735.0,5.4,1,4,Запад США и Канады
2003,1,49,-122,Cygnus columbianus,British Columbia,CA,3_1998-2006,12,-0.7483871,944735.0,5.4,1,4,Запад США и Канады
2003,1,49,-122,Cygnus columbianus,Washington,US,3_1998-2006,1,2.2777777,172119.0,45.0,3,4,Запад США и Канады
2003,1,49,-122,Cygnus columbianus,Washington,US,3_1998-2006,2,1.8888888,172119.0,45.0,1,4,Запад США и Канады
2003,1,49,-122,Cygnus columbianus,Washington,US,3_1998-2006,12,-0.22222222,172119.0,45.0,1,4,Запад США и Канады
2003,1,49,-122,Cygnus olor,British Columbia,CA,3_1998-2006,12,-0.7483871,944735.0,5.4,3,4,Запад США и Канады
2003,1,49,-120,Cygnus buccinator,British Columbia,CA,3_1998-2006,1,0.7555044,944735.0,5.4,3,4,Запад США и Канады
2003,1,49,-120,Cygnus buccinator,British Columbia,CA,3_1998-2006,2,0.40737444,944735.0,5.4,3,4,Запад США и Канады
2003,1,49,-120,Cygnus buccinator,British Columbia,CA,3_1998-2006,12,-0.7483871,944735.0,5.4,1,4,Запад США и Канады
2003,1,49,-120,Cygnus columbianus,British Columbia,CA,3_1998-2006,1,0.7555044,944735.0,5.4,3,4,Запад США и Канады
2003,1,49,-120,Cygnus columbianus,British Columbia,CA,3_1998-2006,2,0.40737444,944735.0,5.4,2,4,Запад США и Канады
2003,1,49,-120,Cygnus columbianus,British Columbia,CA,3_1998-2006,12,-0.7483871,944735.0,5.4,1,4,Запад США и Канады
2003,1,49,-119,Cygnus buccinator,British Columbia,CA,3_1998-2006,1,0.7555044,944735.0,5.4,1,4,Запад США и Канады
2003,1,49,-119,Cygnus columbianus,British Columbia,CA,3_1998-2006,1,0.7555044,944735.0,5.4,1,4,Запад США и Канады
2003,1,49,-117,Cygnus columbianus,British Columbia,CA,3_1998-2006,2,0.40737444,944735.0,5.4,1,4,Запад США и Канады
2003,1,50,-126,Cygnus buccinator,British Columbia,CA,3_1998-2006,12,-0.7483871,944735.0,5.4,1,4,Запад США и Канады
2003,1,50,-125,Cygnus buccinator,British Columbia,CA,3_1998-2006,1,0.7555044,944735.0,5.4,3,4,Запад США и Канады
2003,1,50,-125,Cygnus buccinator,British Columbia,CA,3_1998-2006,2,0.40737444,944735.0,5.4,2,4,Запад США и Канады
2003,1,50,-125,Cygnus buccinator,British Columbia,CA,3_1998-2006,12,-0.7483871,944735.0,5.4,2,4,Запад США и Канады
2003,1,50,-125,Cygnus columbianus,British Columbia,CA,3_1998-2006,1,0.7555044,944735.0,5.4,1,4,Запад США и Канады
2003,1,50,-125,Cygnus columbianus,British Columbia,CA,3_1998-2006,12,-0.7483871,944735.0,5.4,2,4,Запад США и Канады
2003,1,50,-123,Cygnus buccinator,British Columbia,CA,3_1998-2006,1,0.7555044,944735.0,5.4,3,4,Запад США и Канады
2003,1,50,-123,Cygnus buccinator,British Columbia,CA,3_1998-2006,2,0.40737444,944735.0,5.4,2,4,Запад США и Канады
2003,1,50,-123,Cygnus buccinator,British Columbia,CA,3_1998-2006,12,-0.7483871,944735.0,5.4,4,4,Запад США и Канады
2003,1,50,-121,Cygnus buccinator,British Columbia,CA,3_1998-2006,1,0.7555044,944735.0,5.4,2,4,Запад США и Канады
2003,1,50,-121,Cygnus columbianus,British Columbia,CA,3_1998-2006,1,0.7555044,944735.0,5.4,1,4,Запад США и Канады
2003,1,50,-120,Cygnus buccinator,British Columbia,CA,3_1998-2006,1,0.7555044,944735.0,5.4,3,4,Запад США и Канады
2003,1,50,-120,Cygnus buccinator,British Columbia,CA,3_1998-2006,12,-0.7483871,944735.0,5.4,1,4,Запад США и Канады
2003,1,50,-120,Cygnus columbianus,British Columbia,CA,3_1998-2006,2,0.40737444,944735.0,5.4,1,4,Запад США и Канады
2003,1,50,-120,Cygnus columbianus,British Columbia,CA,3_1998-2006,12,-0.7483871,944735.0,5.4,1,4,Запад США и Канады
2003,1,50,-120,Cygnus olor,British Columbia,CA,3_1998-2006,1,0.7555044,944735.0,5.4,1,4,Запад США и Канады
2003,1,50,-119,Cygnus buccinator,British Columbia,CA,3_1998-2006,1,0.7555044,944735.0,5.4,1,4,Запад США и Канады
2003,1,50,-119,Cygnus buccinator,British Columbia,CA,3_1998-2006,2,0.40737444,944735.0,5.4,2,4,Запад США и Канады
2003,1,50,-119,Cygnus buccinator,British Columbia,CA,3_1998-2006,12,-0.7483871,944735.0,5.4,1,4,Запад США и Канады
2003,1,50,-119,Cygnus columbianus,British Columbia,CA,3_1998-2006,1,0.7555044,944735.0,5.4,5,4,Запад США и Канады
2003,1,50,-119,Cygnus columbianus,British Columbia,CA,3_1998-2006,2,0.40737444,944735.0,5.4,3,4,Запад США и Канады
2003,1,51,-128,Cygnus buccinator,British Columbia,CA,3_1998-2006,1,0.7555044,944735.0,5.4,1,4,Запад США и Канады
2003,1,51,-120,Cygnus buccinator,British Columbia,CA,3_1998-2006,1,0.7555044,944735.0,5.4,3,4,Запад США и Канады
2003,1,51,-120,Cygnus buccinator,British Columbia,CA,3_1998-2006,2,0.40737444,944735.0,5.4,1,4,Запад США и Канады
2003,1,51,-120,Cygnus buccinator,British Columbia,CA,3_1998-2006,12,-0.7483871,944735.0,5.4,4,4,Запад США и Канады
2003,1,51,-120,Cygnus columbianus,British Columbia,CA,3_1998-2006,1,0.7555044,944735.0,5.4,2,4,Запад США и Канады
2003,1,51,-119,Cygnus buccinator,British Columbia,CA,3_1998-2006,1,0.7555044,944735.0,5.4,26,4,Запад США и Канады
2003,1,51,-119,Cygnus buccinator,British Columbia,CA,3_1998-2006,2,0.40737444,944735.0,5.4,24,4,Запад США и Канады
2003,1,51,-119,Cygnus buccinator,British Columbia,CA,3_1998-2006,12,-0.7483871,944735.0,5.4,10,4,Запад США и Канады
2003,1,51,-119,Cygnus columbianus,British Columbia,CA,3_1998-2006,2,0.40737444,944735.0,5.4,1,4,Запад США и Канады
2003,1,51,-114,Cygnus buccinator,Alberta,CA,3_1998-2006,2,-9.596358,640330.44,6.7,1,4,Запад США и Канады
2003,1,51,-114,Cygnus columbianus,Alberta,CA,3_1998-2006,12,-7.7413187,640330.44,6.7,2,4,Запад США и Канады
2003,1,54,-129,Cygnus buccinator,British Columbia,CA,3_1998-2006,1,0.7555044,944735.0,5.4,1,1,Север (Аляска и север Канады)
2003,1,54,-129,Cygnus buccinator,British Columbia,CA,3_1998-2006,2,0.40737444,944735.0,5.4,3,1,Север (Аляска и север Канады)
2003,1,54,-129,Cygnus buccinator,British Columbia,CA,3_1998-2006,12,-0.7483871,944735.0,5.4,2,1,Север (Аляска и север Канады)
2003,1,54,-125,Cygnus buccinator,British Columbia,CA,3_1998-2006,1,0.7555044,944735.0,5.4,1,1,Север (Аляска и север Канады)
2003,1,54,-110,Cygnus columbianus,Alberta,CA,3_1998-2006,12,-7.7413187,640330.44,6.7,1,4,Запад США и Канады
2003,1,55,-160,Cygnus columbianus,Alaska,US,3_1998-2006,2,-8.611111,1.477953e+06,0.5,1,1,Север (Аляска и север Канады)
2003,1,55,-132,Cygnus buccinator,Alaska,US,3_1998-2006,2,-8.611111,1.477953e+06,0.5,1,1,Север (Аляска и север Канады)
2003,1,55,-131,Cygnus buccinator,Alaska,US,3_1998-2006,2,-8.611111,1.477953e+06,0.5,3,1,Север (Аляска и север Канады)
2003,1,55,-123,Cygnus buccinator,British Columbia,CA,3_1998-2006,2,0.40737444,944735.0,5.4,1,1,Север (Аляска и север Канады)
2003,1,56,-131,Cygnus buccinator,Alaska,US,3_1998-2006,12,-15.222222,1.477953e+06,0.5,1,1,Север (Аляска и север Канады)
2003,1,58,-152,Cygnus columbianus,Alaska,US,3_1998-2006,2,-8.611111,1.477953e+06,0.5,1,1,Север (Аляска и север Канады)
2003,1,58,-152,Cygnus columbianus,Alaska,US,3_1998-2006,12,-15.222222,1.477953e+06,0.5,2,1,Север (Аляска и север Канады)
2003,1,58,-136,Cygnus buccinator,Alaska,US,3_1998-2006,2,-8.611111,1.477953e+06,0.5,3,1,Север (Аляска и север Канады)
2003,1,59,-157,Cygnus columbianus,Alaska,US,3_1998-2006,2,-8.611111,1.477953e+06,0.5,1,1,Север (Аляска и север Канады)
2003,1,60,-151,Cygnus buccinator,Alaska,US,3_1998-2006,2,-8.611111,1.477953e+06,0.5,1,1,Север (Аляска и север Канады)
2003,2,26,-82,Cygnus olor,Florida,US,3_1998-2006,7,27.444445,138887.0,163.0,1,2,Юг США
2003,2,27,-80,Cygnus olor,Florida,US,3_1998-2006,8,27.277779,138887.0,163.0,1,2,Юг США
2003,2,30,-98,Cygnus olor,Texas,US,3_1998-2006,6,25.833334,676587.0,45.0,2,2,Юг США
2003,2,34,-120,Cygnus olor,California,US,3_1998-2006,6,21.777779,403466.0,97.0,1,2,Юг США
2003,2,34,-118,Cygnus olor,California,US,3_1998-2006,7,25.944445,403466.0,97.0,1,2,Юг США
2003,2,35,-76,Cygnus columbianus,North Carolina,US,3_1998-2006,6,22.5,125920.0,86.0,1,3,Северо-восток США и восток Канады
2003,2,36,-75,Cygnus columbianus,North Carolina,US,3_1998-2006,7,24.777779,125920.0,86.0,1,3,Северо-восток США и восток Канады
