LocationID,GridCellID,Latitude,Longitude,StateProvince,Country,DensityPer,LandArea
41_-112_Utah,41_-112,41,-112,Utah,US,16.0,212818.0
41_-78_Pennsylvania,41_-78,41,-78,Pennsylvania,US,112.0,115883.0
41_-75_New Jersey,41_-75,41,-75,New Jersey,US,488.0,19047.0
41_-74_New York,41_-74,41,-74,New York,US,160.0,122057.0
41_-73_Connecticut,41_-73,41,-73,Connecticut,US,288.0,12542.0
41_-73_New York,41_-73,41,-73,New York,US,160.0,122057.0
41_-72_New York,41_-72,41,-72,New York,US,160.0,122057.0
41_-72_Connecticut,41_-72,41,-72,Connecticut,US,288.0,12542.0
41_-72_Rhode Island,41_-72,41,-72,Rhode Island,US,409.0,2678.0
41_-71_Rhode Island,41_-71,41,-71,Rhode Island,US,409.0,2678.0
42_-124_California,42_-124,42,-124,California,US,97.0,403466.0
42_-122_California,42_-122,42,-122,California,US,97.0,403466.0
42_-122_Oregon,42_-122,42,-122,Oregon,US,17.0,248608.0
42_-121_California,42_-121,42,-121,California,US,97.0,403466.0
42_-88_Illinois,42_-88,42,-88,Illinois,US,87.0,143793.0
42_-83_Michigan,42_-83,42,-83,Michigan,US,69.0,146435.0
42_-83_Ohio,42_-83,42,-83,Ohio,US,111.0,105829.0
42_-83_Ontario,42_-83,42,-83,Ontario,CA,15.2,1076395.0
42_-82_Ontario,42_-82,42,-82,Ontario,CA,15.2,1076395.0
42_-80_Pennsylvania,42_-80,42,-80,Pennsylvania,US,112.0,115883.0
42_-71_Massachusetts,42_-71,42,-71,Massachusetts,US,347.0,20202.0
42_-71_Rhode Island,42_-71,42,-71,Rhode Island,US,409.0,2678.0
43_-113_Idaho,43_-113,43,-113,Idaho,US,9.2,214045.0
43_-82_Ontario,43_-82,43,-82,Ontario,CA,15.2,1076395.0
43_-80_Ontario,43_-80,43,-80,Ontario,CA,15.2,1076395.0
43_-79_New York,43_-79,43,-79,New York,US,160.0,122057.0
43_-79_Ontario,43_-79,43,-79,Ontario,CA,15.2,1076395.0
43_-71_Massachusetts,43_-71,43,-71,Massachusetts,US,347.0,20202.0
44_-121_Oregon,44_-121,44,-121,Oregon,US,17.0,248608.0
44_-89_Wisconsin,44_-89,44,-89,Wisconsin,US,42.0,140268.0
44_-83_Michigan,44_-83,44,-83,Michigan,US,69.0,146435.0
44_-80_Ontario,44_-80,44,-80,Ontario,CA,15.2,1076395.0
44_-79_Ontario,44_-79,44,-79,Ontario,CA,15.2,1076395.0
45_-123_Oregon,45_-123,45,-123,Oregon,US,17.0,248608.0
45_-121_Oregon,45_-121,45,-121,Oregon,US,17.0,248608.0
45_-86_Michigan,45_-86,45,-86,Michigan,US,69.0,146435.0
45_-80_Ontario,45_-80,45,-80,Ontario,CA,15.2,1076395.0
46_-123_Oregon,46_-123,46,-123,Oregon,US,17.0,248608.0
48_-123_Washington,48_-123,48,-123,Washington,US,45.0,172119.0
48_-122_Washington,48_-122,48,-122,Washington,US,45.0,172119.0
49_-123_British Columbia,49_-123,49,-123,British Columbia,CA,5.4,944735.0
49_-123_Washington,49_-123,49,-123,Washington,US,45.0,172119.0
49_-122_British Columbia,49_-122,49,-122,British Columbia,CA,5.4,944735.0
50_-123_British Columbia,50_-123,50,-123,British Columbia,CA,5.4,944735.0
54_-115_Alberta,54_-115,54,-115,Alberta,CA,6.7,640330.44
34_-84_Georgia,34_-84,34,-84,Georgia,US,74.0,148959.0
37_-93_Missouri,37_-93,37,-93,Missouri,US,35.0,178040.0
38_-75_Virginia,38_-75,38,-75,Virginia,US,85.0,102279.0
40_-116_Nevada,40_-116,40,-116,Nevada,US,11.0,284332.0
41_-77_Pennsylvania,41_-77,41,-77,Pennsylvania,US,112.0,115883.0
41_-74_Connecticut,41_-74,41,-74,Connecticut,US,288.0,12542.0
41_-70_Massachusetts,41_-70,41,-70,Massachusetts,US,347.0,20202.0
42_-70_Massachusetts,42_-70,42,-70,Massachusetts,US,347.0,20202.0
43_-119_Oregon,43_-119,43,-119,Oregon,US,17.0,248608.0
43_-111_Idaho,43_-111,43,-111,Idaho,US,9.2,214045.0
43_-88_Wisconsin,43_-88,43,-88,Wisconsin,US,42.0,140268.0
43_-81_Ontario,43_-81,43,-81,Ontario,CA,15.2,1076395.0
43_-77_New York,43_-77,43,-77,New York,US,160.0,122057.0
44_-111_Wyoming,44_-111,44,-111,Wyoming,US,2.3,251470.0
44_-110_Wyoming,44_-110,44,-110,Wyoming,US,2.3,251470.0
45_-111_Wyoming,45_-111,45,-111,Wyoming,US,2.3,251470.0
45_-110_Wyoming,45_-110,45,-110,Wyoming,US,2.3,251470.0
45_-109_Wyoming,45_-109,45,-109,Wyoming,US,2.3,251470.0
45_-85_Michigan,45_-85,45,-85,Michigan,US,69.0,146435.0
46_-84_Michigan,46_-84,46,-84,Michigan,US,69.0,146435.0
47_-91_Wisconsin,47_-91,47,-91,Wisconsin,US,42.0,140268.0
48_-98_North Dakota,48_-98,48,-98,North Dakota,US,4.4,178711.0
50_-110_Saskatchewan,50_-110,50,-110,Saskatchewan,CA,2.0,588243.56
58_-94_Manitoba,58_-94,58,-94,Manitoba,CA,2.3,552371.0
59_-94_Manitoba,59_-94,59,-94,Manitoba,CA,2.3,552371.0
59_-93_Manitoba,59_-93,59,-93,Manitoba,CA,2.3,552371.0
63_-154_Alaska,63_-154,63,-154,Alaska,US,0.5,1477953.0
63_-150_Alaska,63_-150,63,-150,Alaska,US,0.5,1477953.0
64_-149_Alaska,64_-149,64,-149,Alaska,US,0.5,1477953.0
64_-133_Yukon,64_-133,64,-133,Yukon,CA,0.08,474712.7
66_-135_Yukon,66_-135,66,-135,Yukon,CA,0.08,474712.7
66_-134_Yukon,66_-134,66,-134,Yukon,CA,0.08,474712.7
67_-108_Nunavut,67_-108,67,-108,Nunavut,CA,0.02,1877778.5
68_-140_Yukon,68_-140,68,-140,Yukon,CA,0.08,474712.7
68_-136_Yukon,68_-136,68,-136,Yukon,CA,0.08,474712.7
69_-139_Yukon,69_-139,69,-139,Yukon,CA,0.08,474712.7
69_-138_Yukon,69_-138,69,-138,Yukon,CA,0.08,474712.7
69_-113_Nunavut,69_-113,69,-113,Nunavut,CA,0.02,1877778.5
69_-105_Nunavut,69_-105,69,-105,Nunavut,CA,0.02,1877778.5
70_-162_Alaska,70_-162,70,-162,Alaska,US,0.5,1477953.0
70_-149_Alaska,70_-149,70,-149,Alaska,US,0.5,1477953.0
70_-141_Yukon,70_-141,70,-141,Yukon,CA,0.08,474712.7
70_-112_Northwest Territories,70_-112,70,-112,Northwest Territories,CA,0.04,1143793.9
70_-111_Northwest Territories,70_-111,70,-111,Northwest Territories,CA,0.04,1143793.9
71_-128_Northwest Territories,71_-128,71,-128,Northwest Territories,CA,0.04,1143793.9
73_-114_Northwest Territories,73_-114,73,-114,Northwest Territories,CA,0.04,1143793.9
32_-111_Arizona,32_-111,32,-111,Arizona,US,25.0,294207.0
32_-109_New Mexico,32_-109,32,-109,New Mexico,US,6.7,314161.0
33_-80_South Carolina,33_-80,33,-80,South Carolina,US,69.0,77857.0
35_-109_New Mexico,35_-109,35,-109,New Mexico,US,6.7,314161.0
35_-77_North Carolina,35_-77,35,-77,North Carolina,US,86.0,125920.0
36_-77_North Carolina,36_-77,36,-77,North Carolina,US,86.0,125920.0
37_-115_Nevada,37_-115,37,-115,Nevada,US,11.0,284332.0
38_-113_Utah,38_-113,38,-113,Utah,US,16.0,212818.0
38_-86_Kentucky,38_-86,38,-86,Kentucky,US,44.0,102269.0
38_-82_West Virginia,38_-82,38,-82,West Virginia,US,28.0,62259.0
39_-123_California,39_-123,39,-123,California,US,97.0,403466.0
39_-107_Colorado,39_-107,39,-107,Colorado,US,22.0,268431.0
39_-88_Illinois,39_-88,39,-88,Illinois,US,87.0,143793.0
40_-120_California,40_-120,40,-120,California,US,97.0,403466.0
40_-95_Missouri,40_-95,40,-95,Missouri,US,35.0,178040.0
40_-84_Ohio,40_-84,40,-84,Ohio,US,111.0,105829.0
40_-76_Maryland,40_-76,40,-76,Maryland,US,246.0,25142.0
41_-124_California,41_-124,41,-124,California,US,97.0,403466.0
41_-84_Ohio,41_-84,41,-84,Ohio,US,111.0,105829.0
41_-76_Pennsylvania,41_-76,41,-76,Pennsylvania,US,112.0,115883.0
42_-120_Oregon,42_-120,42,-120,Oregon,US,17.0,248608.0
42_-110_Wyoming,42_-110,42,-110,Wyoming,US,2.3,251470.0
42_-86_Michigan,42_-86,42,-86,Michigan,US,69.0,146435.0
42_-85_Michigan,42_-85,42,-85,Michigan,US,69.0,146435.0
42_-74_New York,42_-74,42,-74,New York,US,160.0,122057.0
43_-85_Michigan,43_-85,43,-85,Michigan,US,69.0,146435.0
43_-78_New York,43_-78,43,-78,New York,US,160.0,122057.0
44_-123_Oregon,44_-123,44,-123,Oregon,US,17.0,248608.0
44_-86_Michigan,44_-86,44,-86,Michigan,US,69.0,146435.0
44_-84_Michigan,44_-84,44,-84,Michigan,US,69.0,146435.0
44_-78_Ontario,44_-78,44,-78,Ontario,CA,15.2,1076395.0
45_-117_Oregon,45_-117,45,-117,Oregon,US,17.0,248608.0
45_-94_Minnesota,45_-94,45,-94,Minnesota,US,28.0,206232.0
47_-123_Washington,47_-123,47,-123,Washington,US,45.0,172119.0
47_-95_Minnesota,47_-95,47,-95,Minnesota,US,28.0,206232.0
47_-88_Michigan,47_-88,47,-88,Michigan,US,69.0,146435.0
48_-123_British Columbia,48_-123,48,-123,British Columbia,CA,5.4,944735.0
48_-114_Montana,48_-114,48,-114,Montana,US,3.0,376962.0
49_-124_British Columbia,49_-124,49,-124,British Columbia,CA,5.4,944735.0
49_-121_British Columbia,49_-121,49,-121,British Columbia,CA,5.4,944735.0
52_-107_Saskatchewan,52_-107,52,-107,Saskatchewan,CA,2.0,588243.56
57_-133_Alaska,57_-133,57,-133,Alaska,US,0.5,1477953.0
41_-74_New Jersey,41_-74,41,-74,New Jersey,US,488.0,19047.0
43_-111_Wyoming,43_-111,43,-111,Wyoming,US,2.3,251470.0
43_-83_Michigan,43_-83,43,-83,Michigan,US,69.0,146435.0
43_-71_Maine,43_-71,43,-71,Maine,US,17.0,79883.0
44_-122_Oregon,44_-122,44,-122,Oregon,US,17.0,248608.0
44_-77_Ontario,44_-77,44,-77,Ontario,CA,15.2,1076395.0
45_-112_Montana,45_-112,45,-112,Montana,US,3.0,376962.0
45_-111_Montana,45_-111,45,-111,Montana,US,3.0,376962.0
45_-76_Ontario,45_-76,45,-76,Ontario,CA,15.2,1076395.0
46_-111_Montana,46_-111,46,-111,Montana,US,3.0,376962.0
46_-85_Michigan,46_-85,46,-85,Michigan,US,69.0,146435.0
53_-77_Quebec,53_-77,53,-77,Quebec,CA,6.5,1542057.0
55_-163_Alaska,55_-163,55,-163,Alaska,US,0.5,1477953.0
55_-120_British Columbia,55_-120,55,-120,British Columbia,CA,5.4,944735.0
55_-119_Alberta,55_-119,55,-119,Alberta,CA,6.7,640330.44
55_-85_Ontario,55_-85,55,-85,Ontario,CA,15.2,1076395.0
64_-165_Alaska,64_-165,64,-165,Alaska,US,0.5,1477953.0
64_-151_Alaska,64_-151,64,-151,Alaska,US,0.5,1477953.0
68_-134_Northwest Territories,68_-134,68,-134,Northwest Territories,CA,0.04,1143793.9
69_-137_Yukon,69_-137,69,-137,Yukon,CA,0.08,474712.7
69_-133_Northwest Territories,69_-133,69,-133,Northwest Territories,CA,0.04,1143793.9
70_-131_Northwest Territories,70_-131,70,-131,Northwest Territories,CA,0.04,1143793.9
70_-130_Northwest Territories,70_-130,70,-130,Northwest Territories,CA,0.04,1143793.9
72_-125_Northwest Territories,72_-125,72,-125,Northwest Territories,CA,0.04,1143793.9
31_-111_Arizona,31_-111,31,-111,Arizona,US,25.0,294207.0
32_-110_Arizona,32_-110,32,-110,Arizona,US,25.0,294207.0
32_-107_New Mexico,32_-107,32,-107,New Mexico,US,6.7,314161.0
33_-112_Arizona,33_-112,33,-112,Arizona,US,25.0,294207.0
34_-119_California,34_-119,34,-119,California,US,97.0,403466.0
34_-107_New Mexico,34_-107,34,-107,New Mexico,US,6.7,314161.0
36_-120_California,36_-120,36,-120,California,US,97.0,403466.0
36_-79_North Carolina,36_-79,36,-79,North Carolina,US,86.0,125920.0
37_-121_California,37_-121,37,-121,California,US,97.0,403466.0
38_-119_California,38_-119,38,-119,California,US,97.0,403466.0
38_-112_Utah,38_-112,38,-112,Utah,US,16.0,212818.0
39_-121_California,39_-121,39,-121,California,US,97.0,403466.0
39_-113_Utah,39_-113,39,-113,Utah,US,16.0,212818.0
39_-112_Utah,39_-112,39,-112,Utah,US,16.0,212818.0
39_-76_Delaware,39_-76,39,-76,Delaware,US,204.0,5047.0
40_-91_Illinois,40_-91,40,-91,Illinois,US,87.0,143793.0
40_-83_Ohio,40_-83,40,-83,Ohio,US,111.0,105829.0
41_-121_California,41_-121,41,-121,California,US,97.0,403466.0
41_-82_Ohio,41_-82,41,-82,Ohio,US,111.0,105829.0
41_-71_Massachusetts,41_-71,41,-71,Massachusetts,US,347.0,20202.0
42_-75_New York,42_-75,42,-75,New York,US,160.0,122057.0
46_-124_Oregon,46_-124,46,-124,Oregon,US,17.0,248608.0
46_-119_Oregon,46_-119,46,-119,Oregon,US,17.0,248608.0
49_-122_Washington,49_-122,49,-122,Washington,US,45.0,172119.0
49_-120_British Columbia,49_-120,49,-120,British Columbia,CA,5.4,944735.0
28_-82_Florida,28_-82,28,-82,Florida,US,163.0,138887.0
30_-88_Alabama,30_-88,30,-88,Alabama,US,39.0,131171.0
33_-104_New Mexico,33_-104,33,-104,New Mexico,US,6.7,314161.0
36_-86_Tennessee,36_-86,36,-86,Tennessee,US,67.0,106798.0
39_-88_Indiana,39_-88,39,-88,Indiana,US,74.0,92789.0
40_-115_Nevada,40_-115,40,-115,Nevada,US,11.0,284332.0
40_-76_Delaware,40_-76,40,-76,Delaware,US,204.0,5047.0
42_-73_Connecticut,42_-73,42,-73,Connecticut,US,288.0,12542.0
44_-116_Idaho,44_-116,44,-116,Idaho,US,9.2,214045.0
44_-76_New York,44_-76,44,-76,New York,US,160.0,122057.0
45_-73_New York,45_-73,45,-73,New York,US,160.0,122057.0
47_-118_Washington,47_-118,47,-118,Washington,US,45.0,172119.0
48_-96_Minnesota,48_-96,48,-96,Minnesota,US,28.0,206232.0
49_-117_British Columbia,49_-117,49,-117,British Columbia,CA,5.4,944735.0
49_-67_Quebec,49_-67,49,-67,Quebec,CA,6.5,1542057.0
53_-113_Alberta,53_-113,53,-113,Alberta,CA,6.7,640330.44
58_-136_Alaska,58_-136,58,-136,Alaska,US,0.5,1477953.0
59_-156_Alaska,59_-156,59,-156,Alaska,US,0.5,1477953.0
33_-117_California,33_-117,33,-117,California,US,97.0,403466.0
35_-121_California,35_-121,35,-121,California,US,97.0,403466.0
36_-119_California,36_-119,36,-119,California,US,97.0,403466.0
37_-114_Utah,37_-114,37,-114,Utah,US,16.0,212818.0
37_-113_Utah,37_-113,37,-113,Utah,US,16.0,212818.0
38_-105_Colorado,38_-105,38,-105,Colorado,US,22.0,268431.0
39_-95_Kansas,39_-95,39,-95,Kansas,US,14.0,211754.0
39_-79_Maryland,39_-79,39,-79,Maryland,US,246.0,25142.0
40_-79_Maryland,40_-79,40,-79,Maryland,US,246.0,25142.0
41_-79_Pennsylvania,41_-79,41,-79,Pennsylvania,US,112.0,115883.0
43_-124_Oregon,43_-124,43,-124,Oregon,US,17.0,248608.0
43_-123_Oregon,43_-123,43,-123,Oregon,US,17.0,248608.0
43_-86_Michigan,43_-86,43,-86,Michigan,US,69.0,146435.0
44_-124_Oregon,44_-124,44,-124,Oregon,US,17.0,248608.0
44_-111_Idaho,44_-111,44,-111,Idaho,US,9.2,214045.0
44_-88_Wisconsin,44_-88,44,-88,Wisconsin,US,42.0,140268.0
44_-76_Ontario,44_-76,44,-76,Ontario,CA,15.2,1076395.0
45_-118_Oregon,45_-118,45,-118,Oregon,US,17.0,248608.0
45_-74_Quebec,45_-74,45,-74,Quebec,CA,6.5,1542057.0
45_-66_New Brunswick,45_-66,45,-66,New Brunswick,CA,10.9,71388.81
45_-64_Nova Scotia,45_-64,45,-64,Nova Scotia,CA,18.4,52942.27
45_-63_Nova Scotia,45_-63,45,-63,Nova Scotia,CA,18.4,52942.27
46_-65_New Brunswick,46_-65,46,-65,New Brunswick,CA,10.9,71388.81
51_-119_British Columbia,51_-119,51,-119,British Columbia,CA,5.4,944735.0
55_-129_British Columbia,55_-129,55,-129,British Columbia,CA,5.4,944735.0
38_-76_Virginia,38_-76,38,-76,Virginia,US,85.0,102279.0
39_-78_Virginia,39_-78,39,-78,Virginia,US,85.0,102279.0
42_-86_Indiana,42_-86,42,-86,Indiana,US,74.0,92789.0
43_-120_Oregon,43_-120,43,-120,Oregon,US,17.0,248608.0
43_-112_Idaho,43_-112,43,-112,Idaho,US,9.2,214045.0
43_-102_South Dakota,43_-102,43,-102,South Dakota,US,4.7,196350.0
45_-116_Idaho,45_-116,45,-116,Idaho,US,9.2,214045.0
45_-111_Idaho,45_-111,45,-111,Idaho,US,9.2,214045.0
45_-93_Minnesota,45_-93,45,-93,Minnesota,US,28.0,206232.0
57_-158_Alaska,57_-158,57,-158,Alaska,US,0.5,1477953.0
59_-123_British Columbia,59_-123,59,-123,British Columbia,CA,5.4,944735.0
60_-137_British Columbia,60_-137,60,-137,British Columbia,CA,5.4,944735.0
60_-126_Yukon,60_-126,60,-126,Yukon,CA,0.08,474712.7
62_-166_Alaska,62_-166,62,-166,Alaska,US,0.5,1477953.0
63_-149_Alaska,63_-149,63,-149,Alaska,US,0.5,1477953.0
63_-92_Nunavut,63_-92,63,-92,Nunavut,CA,0.02,1877778.5
64_-161_Alaska,64_-161,64,-161,Alaska,US,0.5,1477953.0
67_-163_Alaska,67_-163,67,-163,Alaska,US,0.5,1477953.0
68_-139_Yukon,68_-139,68,-139,Yukon,CA,0.08,474712.7
70_-151_Alaska,70_-151,70,-151,Alaska,US,0.5,1477953.0
70_-144_Alaska,70_-144,70,-144,Alaska,US,0.5,1477953.0
70_-139_Yukon,70_-139,70,-139,Yukon,CA,0.08,474712.7
30_-90_Louisiana,30_-90,30,-90,Louisiana,US,41.0,111898.0
30_-84_Florida,30_-84,30,-84,Florida,US,163.0,138887.0
32_-81_South Carolina,32_-81,32,-81,South Carolina,US,69.0,77857.0
33_-107_New Mexico,33_-107,33,-107,New Mexico,US,6.7,314161.0
33_-79_South Carolina,33_-79,33,-79,South Carolina,US,69.0,77857.0
34_-80_South Carolina,34_-80,34,-80,South Carolina,US,69.0,77857.0
34_-79_North Carolina,34_-79,34,-79,North Carolina,US,86.0,125920.0
35_-120_California,35_-120,35,-120,California,US,97.0,403466.0
35_-107_New Mexico,35_-107,35,-107,New Mexico,US,6.7,314161.0
35_-93_Arkansas,35_-93,35,-93,Arkansas,US,23.0,134771.0
36_-112_Arizona,36_-112,36,-112,Arizona,US,25.0,294207.0
37_-118_California,37_-118,37,-118,California,US,97.0,403466.0
37_-88_Tennessee,37_-88,37,-88,Tennessee,US,67.0,106798.0
38_-75_Delaware,38_-75,38,-75,Delaware,US,204.0,5047.0
39_-109_Colorado,39_-109,39,-109,Colorado,US,22.0,268431.0
39_-108_Colorado,39_-108,39,-108,Colorado,US,22.0,268431.0
39_-90_Missouri,39_-90,39,-90,Missouri,US,35.0,178040.0
39_-85_Ohio,39_-85,39,-85,Ohio,US,111.0,105829.0
39_-84_Ohio,39_-84,39,-84,Ohio,US,111.0,105829.0
39_-82_West Virginia,39_-82,39,-82,West Virginia,US,28.0,62259.0
40_-77_Maryland,40_-77,40,-77,Maryland,US,246.0,25142.0
41_-85_Indiana,41_-85,41,-85,Indiana,US,74.0,92789.0
41_-83_Ohio,41_-83,41,-83,Ohio,US,111.0,105829.0
41_-80_Pennsylvania,41_-80,41,-80,Pennsylvania,US,112.0,115883.0
42_-92_Iowa,42_-92,42,-92,Iowa,US,22.0,144669.0
43_-121_Oregon,43_-121,43,-121,Oregon,US,17.0,248608.0
44_-82_Ontario,44_-82,44,-82,Ontario,CA,15.2,1076395.0
44_-81_Ontario,44_-81,44,-81,Ontario,CA,15.2,1076395.0
45_-124_Oregon,45_-124,45,-124,Oregon,US,17.0,248608.0
46_-60_Nova Scotia,46_-60,46,-60,Nova Scotia,CA,18.4,52942.27
49_-125_British Columbia,49_-125,49,-125,British Columbia,CA,5.4,944735.0
49_-119_British Columbia,49_-119,49,-119,British Columbia,CA,5.4,944735.0
50_-125_British Columbia,50_-125,50,-125,British Columbia,CA,5.4,944735.0
51_-107_Saskatchewan,51_-107,51,-107,Saskatchewan,CA,2.0,588243.56
54_-129_British Columbia,54_-129,54,-129,British Columbia,CA,5.4,944735.0
43_-118_Oregon,43_-118,43,-118,Oregon,US,17.0,248608.0
44_-112_Idaho,44_-112,44,-112,Idaho,US,9.2,214045.0
44_-102_South Dakota,44_-102,44,-102,South Dakota,US,4.7,196350.0
46_-86_Michigan,46_-86,46,-86,Michigan,US,69.0,146435.0
48_-113_Montana,48_-113,48,-113,Montana,US,3.0,376962.0
48_-97_North Dakota,48_-97,48,-97,North Dakota,US,4.4,178711.0
50_-102_Saskatchewan,50_-102,50,-102,Saskatchewan,CA,2.0,588243.56
51_-127_British Columbia,51_-127,51,-127,British Columbia,CA,5.4,944735.0
57_-159_Alaska,57_-159,57,-159,Alaska,US,0.5,1477953.0
60_-156_Alaska,60_-156,60,-156,Alaska,US,0.5,1477953.0
61_-166_Alaska,61_-166,61,-166,Alaska,US,0.5,1477953.0
62_-150_Alaska,62_-150,62,-150,Alaska,US,0.5,1477953.0
31_-106_Texas,31_-106,31,-106,Texas,US,45.0,676587.0
32_-106_Texas,32_-106,32,-106,Texas,US,45.0,676587.0
32_-97_Texas,32_-97,32,-97,Texas,US,45.0,676587.0
34_-92_Arkansas,34_-92,34,-92,Arkansas,US,23.0,134771.0
35_-112_Arizona,35_-112,35,-112,Arizona,US,25.0,294207.0
35_-90_Tennessee,35_-90,35,-90,Tennessee,US,67.0,106798.0
35_-88_Tennessee,35_-88,35,-88,Tennessee,US,67.0,106798.0
35_-79_North Carolina,35_-79,35,-79,North Carolina,US,86.0,125920.0
36_-91_Arkansas,36_-91,36,-91,Arkansas,US,23.0,134771.0
38_-120_California,38_-120,38,-120,California,US,97.0,403466.0
38_-96_Kansas,38_-96,38,-96,Kansas,US,14.0,211754.0
38_-95_Kansas,38_-95,38,-95,Kansas,US,14.0,211754.0
38_-81_West Virginia,38_-81,38,-81,West Virginia,US,28.0,62259.0
38_-79_Virginia,38_-79,38,-79,Virginia,US,85.0,102279.0
39_-85_Indiana,39_-85,39,-85,Indiana,US,74.0,92789.0
40_-80_Pennsylvania,40_-80,40,-80,Pennsylvania,US,112.0,115883.0
41_-75_Pennsylvania,41_-75,41,-75,Pennsylvania,US,112.0,115883.0
42_-87_Indiana,42_-87,42,-87,Indiana,US,74.0,92789.0
42_-84_Michigan,42_-84,42,-84,Michigan,US,69.0,146435.0
43_-71_New Hampshire,43_-71,43,-71,New Hampshire,US,60.0,23187.0
46_-66_New Brunswick,46_-66,46,-66,New Brunswick,CA,10.9,71388.81
48_-124_British Columbia,48_-124,48,-124,British Columbia,CA,5.4,944735.0
42_-82_Ohio,42_-82,42,-82,Ohio,US,111.0,105829.0
49_-109_Saskatchewan,49_-109,49,-109,Saskatchewan,CA,2.0,588243.56
50_-119_British Columbia,50_-119,50,-119,British Columbia,CA,5.4,944735.0
50_-98_Manitoba,50_-98,50,-98,Manitoba,CA,2.3,552371.0
50_-97_Manitoba,50_-97,50,-97,Manitoba,CA,2.3,552371.0
52_-123_British Columbia,52_-123,52,-123,British Columbia,CA,5.4,944735.0
61_-165_Alaska,61_-165,61,-165,Alaska,US,0.5,1477953.0
63_-165_Alaska,63_-165,63,-165,Alaska,US,0.5,1477953.0
63_-164_Alaska,63_-164,63,-164,Alaska,US,0.5,1477953.0
65_-165_Alaska,65_-165,65,-165,Alaska,US,0.5,1477953.0
68_-83_Nunavut,68_-83,68,-83,Nunavut,CA,0.02,1877778.5
69_-135_Northwest Territories,69_-135,69,-135,Northwest Territories,CA,0.04,1143793.9
70_-148_Alaska,70_-148,70,-148,Alaska,US,0.5,1477953.0
33_-91_Mississippi,33_-91,33,-91,Mississippi,US,24.0,121531.0
33_-83_Georgia,33_-83,33,-83,Georgia,US,74.0,148959.0
36_-78_North Carolina,36_-78,36,-78,North Carolina,US,86.0,125920.0
37_-89_Illinois,37_-89,37,-89,Illinois,US,87.0,143793.0
37_-89_Missouri,37_-89,37,-89,Missouri,US,35.0,178040.0
37_-85_Kentucky,37_-85,37,-85,Kentucky,US,44.0,102269.0
38_-98_Kansas,38_-98,38,-98,Kansas,US,14.0,211754.0
39_-93_Missouri,39_-93,39,-93,Missouri,US,35.0,178040.0
40_-90_Illinois,40_-90,40,-90,Illinois,US,87.0,143793.0
40_-88_Illinois,40_-88,40,-88,Illinois,US,87.0,143793.0
41_-89_Illinois,41_-89,41,-89,Illinois,US,87.0,143793.0
41_-81_Ohio,41_-81,41,-81,Ohio,US,111.0,105829.0
42_-123_Oregon,42_-123,42,-123,Oregon,US,17.0,248608.0
42_-79_New York,42_-79,42,-79,New York,US,160.0,122057.0
44_-117_Idaho,44_-117,44,-117,Idaho,US,9.2,214045.0
44_-70_Maine,44_-70,44,-70,Maine,US,17.0,79883.0
45_-66_Nova Scotia,45_-66,45,-66,Nova Scotia,CA,18.4,52942.27
46_-123_Washington,46_-123,46,-123,Washington,US,45.0,172119.0
48_-125_Washington,48_-125,48,-125,Washington,US,45.0,172119.0
49_-126_British Columbia,49_-126,49,-126,British Columbia,CA,5.4,944735.0
28_-83_Florida,28_-83,28,-83,Florida,US,163.0,138887.0
40_-86_Indiana,40_-86,40,-86,Indiana,US,74.0,92789.0
42_-102_Nebraska,42_-102,42,-102,Nebraska,US,10.0,198974.0
42_-87_Michigan,42_-87,42,-87,Michigan,US,69.0,146435.0
43_-72_Vermont,43_-72,43,-72,Vermont,US,27.0,23871.0
44_-71_New Hampshire,44_-71,44,-71,New Hampshire,US,60.0,23187.0
46_-78_Ontario,46_-78,46,-78,Ontario,CA,15.2,1076395.0
47_-114_Montana,47_-114,47,-114,Montana,US,3.0,376962.0
52_-106_Saskatchewan,52_-106,52,-106,Saskatchewan,CA,2.0,588243.56
56_-161_Alaska,56_-161,56,-161,Alaska,US,0.5,1477953.0
57_-157_Alaska,57_-157,57,-157,Alaska,US,0.5,1477953.0
61_-104_Nunavut,61_-104,61,-104,Nunavut,CA,0.02,1877778.5
61_-94_Nunavut,61_-94,61,-94,Nunavut,CA,0.02,1877778.5
62_-149_Alaska,62_-149,62,-149,Alaska,US,0.5,1477953.0
62_-103_Nunavut,62_-103,62,-103,Nunavut,CA,0.02,1877778.5
63_-151_Alaska,63_-151,63,-151,Alaska,US,0.5,1477953.0
63_-146_Alaska,63_-146,63,-146,Alaska,US,0.5,1477953.0
69_-142_Alaska,69_-142,69,-142,Alaska,US,0.5,1477953.0
33_-109_New Mexico,33_-109,33,-109,New Mexico,US,6.7,314161.0
33_-97_Texas,33_-97,33,-97,Texas,US,45.0,676587.0
34_-117_California,34_-117,34,-117,California,US,97.0,403466.0
35_-118_California,35_-118,35,-118,California,US,97.0,403466.0
36_-92_Arkansas,36_-92,36,-92,Arkansas,US,23.0,134771.0
38_-88_Kentucky,38_-88,38,-88,Kentucky,US,44.0,102269.0
39_-87_Indiana,39_-87,39,-87,Indiana,US,74.0,92789.0
39_-80_West Virginia,39_-80,39,-80,West Virginia,US,28.0,62259.0
40_-85_Indiana,40_-85,40,-85,Indiana,US,74.0,92789.0
42_-89_Illinois,42_-89,42,-89,Illinois,US,87.0,143793.0
